pid,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,frp,sensortype,source
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
81866,23.479,121.298,311.8,84.9,6.6,2023/9/30,250000,H8,51,15.7,AHI,CWB
81864,22.064,120.721,311,68.5,6,2023/9/30,210000,H8,39,20.9,AHI,CWB
81867,25.179,121.463,311.8,95.8,7,2023/9/30,330000,H8,30,22.5,AHI,CWB
81877,24.13241,121.63668,307.69,0.4,0.6,2023/9/30,1654000,NPP,nominal,1.39,VIIRS,NASA
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
81866,23.479,121.298,311.8,84.9,6.6,2023/9/30,250000,H8,51,15.7,AHI,CWB
81864,22.064,120.721,311,68.5,6,2023/9/30,210000,H8,39,20.9,AHI,CWB
81867,25.179,121.463,311.8,95.8,7,2023/9/30,330000,H8,30,22.5,AHI,CWB
81877,24.13241,121.63668,307.69,0.4,0.6,2023/9/30,1654000,NPP,nominal,1.39,VIIRS,NASA
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
81866,23.479,121.298,311.8,84.9,6.6,2023/9/30,250000,H8,51,15.7,AHI,CWB
81864,22.064,120.721,311,68.5,6,2023/9/30,210000,H8,39,20.9,AHI,CWB
81867,25.179,121.463,311.8,95.8,7,2023/9/30,330000,H8,30,22.5,AHI,CWB
81877,24.13241,121.63668,307.69,0.4,0.6,2023/9/30,1654000,NPP,nominal,1.39,VIIRS,NASA
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
81866,23.479,121.298,311.8,84.9,6.6,2023/9/30,250000,H8,51,15.7,AHI,CWB
81864,22.064,120.721,311,68.5,6,2023/9/30,210000,H8,39,20.9,AHI,CWB
81867,25.179,121.463,311.8,95.8,7,2023/9/30,330000,H8,30,22.5,AHI,CWB
81877,24.13241,121.63668,307.69,0.4,0.6,2023/9/30,1654000,NPP,nominal,1.39,VIIRS,NASA
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
81866,23.479,121.298,311.8,84.9,6.6,2023/9/30,250000,H8,51,15.7,AHI,CWB
81864,22.064,120.721,311,68.5,6,2023/9/30,210000,H8,39,20.9,AHI,CWB
81867,25.179,121.463,311.8,95.8,7,2023/9/30,330000,H8,30,22.5,AHI,CWB
81877,24.13241,121.63668,307.69,0.4,0.6,2023/9/30,1654000,NPP,nominal,1.39,VIIRS,NASA
81872,23.74319,119.62138,323.28,1,1,2023/9/30,1348000,teradb,100,18.72,MODIS,NASA
81865,23.514,121.485,311.3,89.2,6.8,2023/9/30,220000,H8,0,14,AHI,CWB
81863,23.495,120.617,310.6,71.3,6.1,2023/9/30,130000,H8,23,19.7,AHI,CWB
