pid,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,frp,sensortype,source
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82092,23.41452,120.29686,333.72,0.4,0.37,2023/11/15,503000,NPP,nominal,3.64,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82086,23.38355,120.18368,303.21,0.43,0.38,2023/11/14,1749000,NPP,nominal,0.51,VIIRS,NASA
82087,22.93817,120.26332,299.63,0.44,0.38,2023/11/14,1749000,NPP,nominal,0.39,VIIRS,NASA
82084,22.4922,120.40919,330.14,0.45,0.39,2023/11/14,522000,NPP,nominal,3.27,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82081,23.85058,120.26194,309.99,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82083,23.84887,120.26385,310.79,0.49,0.65,2023/11/12,1828000,NPP,nominal,3.53,VIIRS,NASA
82082,23.84397,120.26134,315.92,0.6,0.71,2023/11/12,1645000,NPP,nominal,2.4,VIIRS,NASA
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82076,24.31548,120.71185,300.25,0.58,0.52,2023/11/11,1706000,NPP,nominal,0.52,VIIRS,NASA
82077,23.82743,120.43208,300.49,0.59,0.53,2023/11/11,1706000,NPP,nominal,1.16,VIIRS,NASA
82075,23.82727,120.42878,344.81,0.52,0.5,2023/11/11,438000,NPP,nominal,7.25,VIIRS,NASA
82072,23.82123,120.43278,314,1.1,1,2023/11/11,54245000,AQUA,63,6.1,MODIS,CWB
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82069,24.2082,120.49564,332.31,0.43,0.38,2023/11/10,457000,NPP,nominal,1.22,VIIRS,NASA
82068,24.1741,120.65442,335.21,0.43,0.38,2023/11/10,457000,NPP,nominal,2.03,VIIRS,NASA
82067,23.58853,120.43047,340.42,0.44,0.38,2023/11/10,455000,NPP,nominal,3.15,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82054,23.73712,120.6099,325.57,0.51,0.41,2023/11/5,450000,NPP,low,1.88,VIIRS,NASA
82058,23.13398,120.11344,310.48,0.39,0.44,2023/11/5,1717000,NPP,nominal,1.57,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82046,24.99028,121.10136,303.22,0.38,0.36,2023/11/4,1737000,NPP,nominal,0.57,VIIRS,NASA
82044,24.95233,121.3136,334.25,0.4,0.37,2023/11/4,510000,NPP,nominal,3.32,VIIRS,NASA
82040,24.33568,120.74183,328.2,1.3,1.13,2023/11/4,553000,aquadb,84,29.54,MODIS,NASA
82048,23.82406,120.45451,315.07,0.39,0.36,2023/11/4,1737000,NPP,nominal,1.06,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82035,24.62397,121.81537,304.3,0.39,0.44,2023/11/3,1756000,NPP,nominal,0.63,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82027,23.59327,120.21722,303.61,0.63,0.54,2023/11/2,1813000,NPP,nominal,0.62,VIIRS,NASA
82028,23.03086,120.10173,305.3,0.63,0.54,2023/11/2,1815000,NPP,nominal,1.41,VIIRS,NASA
82032,22.08364,120.70466,303.42,0.36,0.57,2023/11/2,1815000,NPP,nominal,0.91,VIIRS,NASA
82016,24.98987,121.10289,303.57,0.4,0.37,2023/10/30,1730000,NPP,nominal,0.38,VIIRS,NASA
82018,23.82164,120.45566,300.98,0.41,0.37,2023/10/30,1732000,NPP,nominal,0.63,VIIRS,NASA
82016,24.98987,121.10289,303.57,0.4,0.37,2023/10/30,1730000,NPP,nominal,0.38,VIIRS,NASA
82018,23.82164,120.45566,300.98,0.41,0.37,2023/10/30,1732000,NPP,nominal,0.63,VIIRS,NASA
