sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
中壢,桃園市,53,細懸浮微粒,普通,2.5,0.57,22.4,16.4,54,18,32.6,60.8,28.2,0.5,25,"2024-01-02 15:00",,1.1,16.2,37,2,121.221667,24.953278,68
龍潭,桃園市,53,細懸浮微粒,普通,1.5,0.32,49.2,33.5,40,18,13.3,14.5,1.2,2.5,320,"2024-01-02 15:00",,0.4,16.5,30,1,121.21645772,24.86400048,21
平鎮,桃園市,53,細懸浮微粒,普通,2.3,0.34,38.9,31.8,42,21,17.9,21.3,3.4,1.5,328,"2024-01-02 15:00",,0.5,16.4,29,1,121.203986,24.952786,20
觀音,桃園市,46,,良好,0.1,0.2,50.1,45.2,40,14,3.3,4,0.7,4.5,49,"2024-01-02 15:00",,0.2,14.3,39,1,121.08283092,25.03556747,19
大園,桃園市,51,細懸浮微粒,普通,1.6,0.24,49,36.7,41,18,7.6,9.1,1.5,7.2,20,"2024-01-02 15:00",,0.2,15.7,35,3,121.20251473,25.06100357,18
桃園,桃園市,46,,良好,1.2,0.36,39.7,32.2,27,14,13.6,16.8,3.2,2,54,"2024-01-02 15:00",,0.4,14.1,36,1,121.30500531,24.9947107,17
中壢,桃園市,51,細懸浮微粒,普通,2.1,0.72,28.1,13.7,32,12,26.6,45.4,18.8,0.6,20,"2024-01-02 14:00",,1.3,15.7,33,2,121.221667,24.953278,68
龍潭,桃園市,54,細懸浮微粒,普通,1.3,0.31,54.7,27.6,27,14,10.4,11.2,0.7,1.5,355,"2024-01-02 14:00",,0.5,16.9,28,1,121.21645772,24.86400048,21
平鎮,桃園市,50,,良好,1.6,0.34,46.1,28.2,28,13,12,14.1,2.1,1.4,20,"2024-01-02 14:00",,0.5,15.3,27,1,121.203986,24.952786,20
觀音,桃園市,48,,良好,0.1,0.2,50.1,44.2,37,16,3.7,4.4,0.6,5.3,46,"2024-01-02 14:00",,0.2,14.7,40,1,121.08283092,25.03556747,19
大園,桃園市,49,,良好,1.4,0.24,48.4,33.5,40,18,6.5,8.2,1.6,6.1,25,"2024-01-02 14:00",,0.2,15.2,33,3,121.20251473,25.06100357,18
桃園,桃園市,46,,良好,1.2,0.35,39.1,30.2,26,13,10.8,13.9,3,2.4,50,"2024-01-02 14:00",,0.4,14.1,37,1,121.30500531,24.9947107,17
中壢,桃園市,54,細懸浮微粒,普通,2.5,0.7,24.9,11.7,31,11,28,52.4,24.4,0.5,41,"2024-01-02 13:00",,1.3,16.7,36,2,121.221667,24.953278,68
龍潭,桃園市,56,細懸浮微粒,普通,1.1,0.36,48.7,23.2,29,17,12.3,14.1,1.7,1.5,304,"2024-01-02 13:00",,0.5,17.6,29,1,121.21645772,24.86400048,21
平鎮,桃園市,53,細懸浮微粒,普通,1.4,0.33,45.5,25.4,24,13,10.8,12.6,1.7,1.7,72,"2024-01-02 13:00",,0.5,16.2,28,1,121.203986,24.952786,20
觀音,桃園市,48,,良好,0,0.19,50.5,43.2,40,15,3.3,4,0.7,7,43,"2024-01-02 13:00",,0.2,14.8,40,1,121.08283092,25.03556747,19
大園,桃園市,49,,良好,1.4,0.24,46.8,30.5,32,13,8.4,10.7,2.2,7.7,23,"2024-01-02 13:00",,0.3,15,33,3,121.20251473,25.06100357,18
桃園,桃園市,47,,良好,1.1,0.35,37.5,29.4,63,11,10.2,13.2,2.9,2.3,53,"2024-01-02 13:00",,0.4,14.5,38,1,121.30500531,24.9947107,17
中壢,桃園市,56,細懸浮微粒,普通,2,0.83,19.6,12.0,34,17,31.4,57.5,26.1,0.5,17,"2024-01-02 12:00",,1.3,17.7,37,1,121.221667,24.953278,68
龍潭,桃園市,55,細懸浮微粒,普通,1,0.39,41.1,20.8,28,14,14.4,17.8,3.3,2.1,338,"2024-01-02 12:00",,0.5,17.1,28,1,121.21645772,24.86400048,21
平鎮,桃園市,55,細懸浮微粒,普通,1.4,0.38,41.1,23.3,24,15,12.6,14.9,2.2,1.3,43,"2024-01-02 12:00",,0.5,17.2,29,1,121.203986,24.952786,20
觀音,桃園市,48,,良好,0.2,0.2,46.8,42.5,39,11,4.6,5.5,0.9,5.7,36,"2024-01-02 12:00",,0.2,14.7,40,1,121.08283092,25.03556747,19
大園,桃園市,52,細懸浮微粒,普通,1.4,0.27,41.1,29.3,29,14,11.9,15.2,3.2,4,30,"2024-01-02 12:00",,0.3,15.9,34,3,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,1.1,0.38,,29.5,,15,12.8,17.2,4.4,2.5,54,"2024-01-02 12:00",,0.4,15.8,31,1,121.30500531,24.9947107,17
中壢,桃園市,59,細懸浮微粒,普通,2.1,0.71,20.6,13.7,34,15,28,51.2,23.2,0.5,286,"2024-01-02 11:00",,1.2,18.7,37,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,0.8,0.4,31.7,20.0,31,21,15.5,20,4.5,2,69,"2024-01-02 11:00",,0.4,18.2,30,1,121.21645772,24.86400048,21
平鎮,桃園市,58,細懸浮微粒,普通,1.5,0.41,37.5,21.9,27,12,12.1,15.8,3.6,2,87,"2024-01-02 11:00",,0.5,18.2,30,1,121.203986,24.952786,20
觀音,桃園市,52,細懸浮微粒,普通,0.3,0.2,44.2,42.2,46,17,6.1,7.3,1.2,5.5,32,"2024-01-02 11:00",,0.2,15.8,40,1,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,1.8,0.27,40,29.2,32,15,12.1,16,3.8,4.4,67,"2024-01-02 11:00",,0.2,16.3,35,3,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,,,33,30.8,32,,,,,2.5,40,"2024-01-02 11:00",,0.4,16.5,32,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,2.3,1.24,9,16.0,51,19,37.4,83.1,45.7,0.7,294,"2024-01-02 10:00",,1.1,20.3,38,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1,0.41,26.9,20.6,32,18,17.2,23.4,6.2,2.3,53,"2024-01-02 10:00",,0.4,17.8,30,1,121.21645772,24.86400048,21
平鎮,桃園市,61,細懸浮微粒,普通,1.6,0.61,24.5,21.2,36,18,25.9,35.8,9.8,3.6,88,"2024-01-02 10:00",,0.5,19.5,30,1,121.203986,24.952786,20
觀音,桃園市,50,,良好,0.6,0.21,41.4,42.1,42,17,7.1,8.3,1.2,5.6,48,"2024-01-02 10:00",,0.2,15.4,40,1,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,4.1,0.33,28.8,28.1,41,17,24.9,33.9,8.9,3.6,39,"2024-01-02 10:00",,0.2,16.5,35,3,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,1.9,0.49,31.4,31.8,31,14,19.2,24.8,5.6,2.3,57,"2024-01-02 10:00",,0.4,16.1,31,1,121.30500531,24.9947107,17
中壢,桃園市,65,細懸浮微粒,普通,2.6,1.64,4.8,19.6,45,18,37.6,92.4,54.8,0.5,185,"2024-01-02 09:00",,1,21.2,35,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.4,0.51,13.3,22.2,26,14,24.5,38.4,13.9,2,88,"2024-01-02 09:00",,0.4,18.1,29,1,121.21645772,24.86400048,21
平鎮,桃園市,61,細懸浮微粒,普通,1.5,0.76,15.8,22.2,36,20,29.6,42.1,12.5,0.6,100,"2024-01-02 09:00",,0.5,19.7,29,1,121.203986,24.952786,20
觀音,桃園市,49,,良好,0.6,0.21,39.3,42.4,42,15,7.7,9,1.3,5.1,49,"2024-01-02 09:00",,0.1,15,39,1,121.08283092,25.03556747,19
大園,桃園市,52,細懸浮微粒,普通,4.3,0.36,20.8,29.3,43,19,32.8,44.7,11.9,3.4,47,"2024-01-02 09:00",,0.2,16.1,33,3,121.20251473,25.06100357,18
桃園,桃園市,54,細懸浮微粒,普通,2.1,0.69,23.8,33.0,36,19,23.6,29.3,5.6,2.3,68,"2024-01-02 09:00",,0.3,16.6,32,1,121.30500531,24.9947107,17
中壢,桃園市,65,細懸浮微粒,普通,2.7,2.73,1.6,23.8,34,26,39.8,141.4,101.6,0.3,199,"2024-01-02 08:00",,0.9,21.1,33,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.6,1.03,2.2,25.5,39,21,34,74.1,40.1,0.5,154,"2024-01-02 08:00",,0.4,18.5,29,1,121.21645772,24.86400048,21
平鎮,桃園市,61,細懸浮微粒,普通,1.5,0.92,5.3,25.1,34,22,36.3,51.4,15,0.2,163,"2024-01-02 08:00",,0.4,19.6,28,1,121.203986,24.952786,20
觀音,桃園市,48,,良好,0.3,0.23,39.5,42.9,39,17,7.5,8.3,0.8,3.9,59,"2024-01-02 08:00",,0.1,14.9,38,1,121.08283092,25.03556747,19
大園,桃園市,52,二氧化氮,普通,2.8,0.36,18.4,30.0,42,15,32.9,38.3,5.4,2.3,50,"2024-01-02 08:00",,0.2,15.5,31,3,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,2,0.63,21.1,35,36,19,22.1,25.2,3.1,1.7,82,"2024-01-02 08:00",,0.3,16,31,1,121.30500531,24.9947107,17
中壢,桃園市,60,細懸浮微粒,普通,2.7,1.96,1.3,28.2,43,26,35.2,161.1,125.9,0.2,274,"2024-01-02 07:00",,0.6,19.2,32,1,121.221667,24.953278,68
龍潭,桃園市,57,細懸浮微粒,普通,1.5,0.69,2.4,30.4,29,18,35.7,63.3,27.6,0.2,261,"2024-01-02 07:00",,0.3,18,27,1,121.21645772,24.86400048,21
平鎮,桃園市,59,細懸浮微粒,普通,1.3,0.52,9.9,29.4,26,20,26.6,27.7,1,0.2,190,"2024-01-02 07:00",,0.3,18.9,27,1,121.203986,24.952786,20
觀音,桃園市,47,,良好,0.4,0.21,41.4,43.6,42,15,6.2,6.5,0.3,4.2,54,"2024-01-02 07:00",,0.1,14.6,38,1,121.08283092,25.03556747,19
大園,桃園市,51,細懸浮微粒,普通,3.8,0.32,23.4,30.7,32,17,27,29.2,2.2,2,53,"2024-01-02 07:00",,0.2,15.5,29,3,121.20251473,25.06100357,18
桃園,桃園市,51,細懸浮微粒,普通,2.8,0.39,25.3,37.1,30,15,15.8,16.7,0.8,1.1,115,"2024-01-02 07:00",,0.2,15.5,30,1,121.30500531,24.9947107,17
中壢,桃園市,56,細懸浮微粒,普通,2.3,0.9,11.8,32.1,32,27,24.7,53,28.3,0.2,236,"2024-01-02 06:00",,0.4,17.5,29,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.5,0.38,19.2,35.3,27,21,20.2,21.2,0.9,0.4,356,"2024-01-02 06:00",,0.2,18.4,27,1,121.21645772,24.86400048,21
平鎮,桃園市,61,細懸浮微粒,普通,1.7,0.38,23.5,33.1,27,18,18.6,19,0.3,0.2,167,"2024-01-02 06:00",,0.3,19.4,27,1,121.203986,24.952786,20
觀音,桃園市,49,,良好,0.3,0.2,42.9,44.2,37,14,4.8,5,0.1,4.5,53,"2024-01-02 06:00",,0.1,15,39,1,121.08283092,25.03556747,19
大園,桃園市,51,細懸浮微粒,普通,6.4,0.26,24.4,32.3,32,14,26.3,32.3,5.9,2.5,43,"2024-01-02 06:00",,0.2,15.5,28,2,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,2.8,0.3,34,38.6,34,17,9.1,9.9,0.8,0.7,109,"2024-01-02 06:00",,0.2,15.8,30,1,121.30500531,24.9947107,17
中壢,桃園市,52,細懸浮微粒,普通,2.5,0.42,27.6,34.5,32,16,15.3,18.4,3.1,0.4,49,"2024-01-02 05:00",,0.3,15.8,29,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1.5,0.28,30,38.3,27,16,11.6,11.9,0.2,0.6,24,"2024-01-02 05:00",,0.2,18.3,28,1,121.21645772,24.86400048,21
平鎮,桃園市,62,細懸浮微粒,普通,2.3,0.4,28.7,34.9,30,19,18,18.4,0.3,0.4,35,"2024-01-02 05:00",,0.3,20,28,1,121.203986,24.952786,20
觀音,桃園市,51,細懸浮微粒,普通,0.9,0.18,44.4,44.6,30,12,4,4.1,0,5.3,50,"2024-01-02 05:00",,0.1,15.5,39,1,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,3.5,0.23,37.8,33.8,28,15,15.3,16.7,1.3,3.4,36,"2024-01-02 05:00",,0.2,16.3,28,2,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,1.4,0.26,38.2,38.8,30,15,7.2,7.9,0.7,1.4,74,"2024-01-02 05:00",,0.2,15.8,29,1,121.30500531,24.9947107,17
中壢,桃園市,52,細懸浮微粒,普通,2,0.35,33.2,34.5,22,12,9.8,12,2.2,0.6,329,"2024-01-02 04:00",,0.4,16.1,30,1,121.221667,24.953278,68
龍潭,桃園市,58,細懸浮微粒,普通,1,0.26,34.5,39.9,23,16,8.3,8.7,0.4,1.2,18,"2024-01-02 04:00",,0.2,18.5,29,1,121.21645772,24.86400048,21
平鎮,桃園市,61,細懸浮微粒,普通,2.2,0.36,29.7,36,27,17,17.7,18,0.2,1.7,29,"2024-01-02 04:00",,0.3,19.7,27,1,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,0.7,0.18,44.5,44.9,42,13,4.1,4.1,0,5.2,53,"2024-01-02 04:00",,0.1,16.2,41,1,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,3.8,0.22,39.9,33.2,30,14,9.2,9.8,0.6,4.7,32,"2024-01-02 04:00",,0.2,16.7,29,2,121.20251473,25.06100357,18
桃園,桃園市,51,細懸浮微粒,普通,1.2,0.25,39.9,38.4,27,14,6.5,7.3,0.7,1.2,43,"2024-01-02 04:00",,0.3,15.5,28,1,121.30500531,24.9947107,17
中壢,桃園市,54,細懸浮微粒,普通,1.9,0.3,38.4,34.3,23,14,7.3,9.5,2.2,0.7,14,"2024-01-02 03:00",,0.4,16.9,32,1,121.221667,24.953278,68
龍潭,桃園市,61,細懸浮微粒,普通,0.9,0.25,36.3,40.8,25,18,8.6,8.9,0.2,1.5,42,"2024-01-02 03:00",,0.2,19.6,31,1,121.21645772,24.86400048,21
平鎮,桃園市,63,細懸浮微粒,普通,1.8,0.38,32.5,37.4,27,22,14.9,15.2,0.3,1.4,28,"2024-01-02 03:00",,0.3,20.2,27,1,121.203986,24.952786,20
觀音,桃園市,56,細懸浮微粒,普通,0.5,0.19,43.5,45.1,39,15,4.5,4.6,0.1,5.2,40,"2024-01-02 03:00",,0.2,17.5,41,1,121.08283092,25.03556747,19
大園,桃園市,57,細懸浮微粒,普通,5.5,0.23,31.2,33,23,15,19.3,21.1,1.8,3.9,36,"2024-01-02 03:00",,0.2,18,29,2,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,1.1,0.26,40.3,38.3,28,17,6.5,7.3,0.8,2.5,49,"2024-01-02 03:00",,0.3,16,29,1,121.30500531,24.9947107,17
中壢,桃園市,57,細懸浮微粒,普通,1.9,0.34,38.3,33.2,33,15,8.7,10.9,2.2,0.7,19,"2024-01-02 02:00",,0.4,17.9,33,1,121.221667,24.953278,68
龍潭,桃園市,62,細懸浮微粒,普通,1.2,0.26,39.4,41.3,26,20,8.9,9,0,1.3,76,"2024-01-02 02:00",,0.2,20,32,1,121.21645772,24.86400048,21
平鎮,桃園市,62,細懸浮微粒,普通,1.7,0.37,32.5,38.2,25,20,17.1,17.8,0.6,1.2,46,"2024-01-02 02:00",,0.4,19.8,27,1,121.203986,24.952786,20
觀音,桃園市,56,細懸浮微粒,普通,0.4,0.19,43.6,45.6,34,15,4.7,4.9,0.1,4.8,51,"2024-01-02 02:00",,0.2,17.7,42,1,121.08283092,25.03556747,19
大園,桃園市,58,細懸浮微粒,普通,2.9,0.22,38.2,34.0,27,17,14.6,15.4,0.7,2.9,40,"2024-01-02 02:00",,0.2,18.4,30,2,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,0.9,0.26,41.2,38.4,29,17,7.1,8.2,1.1,2.4,42,"2024-01-02 02:00",,0.3,15.9,30,1,121.30500531,24.9947107,17
中壢,桃園市,58,細懸浮微粒,普通,1.3,0.35,38.4,31.6,31,15,8.2,10.3,2.1,0.7,349,"2024-01-02 01:00",,0.5,18.5,34,1,121.221667,24.953278,68
龍潭,桃園市,62,細懸浮微粒,普通,1.3,0.25,40.2,41.3,30,14,8.3,8.6,0.3,2.6,52,"2024-01-02 01:00",,0.3,19.9,34,1,121.21645772,24.86400048,21
平鎮,桃園市,63,細懸浮微粒,普通,1.3,0.38,39,39.0,21,16,10.9,11.6,0.7,2,43,"2024-01-02 01:00",,0.4,20.4,29,1,121.203986,24.952786,20
觀音,桃園市,58,細懸浮微粒,普通,1.5,0.2,43.7,46.2,37,13,4.3,4.5,0.1,5.1,48,"2024-01-02 01:00",,0.2,18.4,45,1,121.08283092,25.03556747,19
大園,桃園市,58,細懸浮微粒,普通,4,0.28,26.9,34.1,29,16,30.3,37.8,7.5,4.8,30,"2024-01-02 01:00",,0.3,18.5,31,2,121.20251473,25.06100357,18
桃園,桃園市,52,細懸浮微粒,普通,1.3,0.29,40,37.9,22,10,8.8,9.2,0.3,2.5,37,"2024-01-02 01:00",,0.3,16,31,1,121.30500531,24.9947107,17
中壢,桃園市,62,細懸浮微粒,普通,1.4,0.4,36.6,30.8,33,14,11.1,13.6,2.5,1.1,18,"2024-01-02 00:00",,0.5,19.8,35,1,121.221667,24.953278,68
龍潭,桃園市,64,細懸浮微粒,普通,1,0.26,41.5,41.5,31,20,8.5,9.2,0.7,3.6,54,"2024-01-02 00:00",,0.3,20.7,34,1,121.21645772,24.86400048,21
平鎮,桃園市,66,細懸浮微粒,普通,1.3,0.38,39.7,39.6,25,18,10.4,11,0.6,2.2,39,"2024-01-02 00:00",,0.4,21.5,31,1,121.203986,24.952786,20
觀音,桃園市,62,細懸浮微粒,普通,1.7,0.21,44.9,46.7,43,19,4.3,4.5,0.1,5.3,50,"2024-01-02 00:00",,0.2,20,47,1,121.08283092,25.03556747,19
大園,桃園市,59,細懸浮微粒,普通,4.9,0.27,23.9,36.2,26,20,30.6,37.1,6.5,4.1,32,"2024-01-02 00:00",,0.3,18.9,32,2,121.20251473,25.06100357,18
桃園,桃園市,56,細懸浮微粒,普通,1.3,0.33,37.9,38.3,28,16,11,11.4,0.4,2.3,44,"2024-01-02 00:00",,0.3,17.4,33,1,121.30500531,24.9947107,17
中壢,桃園市,66,細懸浮微粒,普通,1.6,0.48,32.5,30.6,29,19,14.9,19.6,4.7,1.4,34,"2024-01-01 23:00",,0.5,21.5,36,1,121.221667,24.953278,68
龍潭,桃園市,67,細懸浮微粒,普通,1.3,0.28,41.5,41.9,28,19,8.8,9.7,0.8,4.4,60,"2024-01-01 23:00",,0.3,21.8,35,1,121.21645772,24.86400048,21
平鎮,桃園市,67,細懸浮微粒,普通,1.2,0.36,39.2,40.3,27,19,11.6,12.5,0.8,3,54,"2024-01-01 23:00",,0.4,22,32,1,121.203986,24.952786,20
觀音,桃園市,63,細懸浮微粒,普通,2.2,0.2,45.7,47.0,38,14,4.2,4.4,0.1,5,58,"2024-01-01 23:00",,0.2,20.5,48,1,121.08283092,25.03556747,19
大園,桃園市,60,細懸浮微粒,普通,2.3,0.28,36,38.8,28,15,17.8,19.6,1.7,3.7,40,"2024-01-01 23:00",,0.3,19.1,35,2,121.20251473,25.06100357,18
桃園,桃園市,58,細懸浮微粒,普通,1.5,0.36,37.4,39.2,35,14,12.6,13.1,0.5,2.4,37,"2024-01-01 23:00",,0.4,18.3,34,1,121.30500531,24.9947107,17
中壢,桃園市,67,細懸浮微粒,普通,1.7,0.53,31,31.0,35,16,18.4,23.1,4.7,1.2,8,"2024-01-01 22:00",,0.5,22,38,1,121.221667,24.953278,68
龍潭,桃園市,70,細懸浮微粒,普通,1,0.29,43,42.3,36,16,8.6,9.5,0.8,4.4,55,"2024-01-01 22:00",,0.3,23.1,38,1,121.21645772,24.86400048,21
平鎮,桃園市,70,細懸浮微粒,普通,1.5,0.42,37.6,41.2,30,23,12.8,13.9,1,3,55,"2024-01-01 22:00",,0.4,23.2,34,1,121.203986,24.952786,20
觀音,桃園市,67,細懸浮微粒,普通,1.9,0.2,46.5,47.1,43,16,3.8,4.1,0.2,5.7,54,"2024-01-01 22:00",,0.2,22.1,53,1,121.08283092,25.03556747,19
大園,桃園市,63,細懸浮微粒,普通,3.2,0.3,36.6,40.0,28,15,16,17.5,1.4,4.2,51,"2024-01-01 22:00",,0.3,20.2,37,2,121.20251473,25.06100357,18
桃園,桃園市,60,細懸浮微粒,普通,1.6,0.38,35.9,40.1,30,16,14,14.6,0.5,2.8,49,"2024-01-01 22:00",,0.4,19.1,35,1,121.30500531,24.9947107,17
中壢,桃園市,72,細懸浮微粒,普通,1.9,0.56,27.9,31.5,32,22,21,29.1,8.1,1.5,39,"2024-01-01 21:00",,0.5,23.9,40,2,121.221667,24.953278,68
龍潭,桃園市,73,細懸浮微粒,普通,1,0.31,42.7,42.5,30,17,9.1,10,0.8,5.3,50,"2024-01-01 21:00",,0.3,24.3,39,1,121.21645772,24.86400048,21
平鎮,桃園市,71,細懸浮微粒,普通,1.5,0.45,37.8,42.2,29,21,13,14.4,1.4,2.4,52,"2024-01-01 21:00",,0.4,23.8,36,1,121.203986,24.952786,20
觀音,桃園市,71,細懸浮微粒,普通,2.9,0.21,46.8,46.9,44,21,3.7,4,0.3,6.1,51,"2024-01-01 21:00",,0.2,23.8,55,1,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,3,0.33,33.2,40.9,31,17,22.8,25.1,2.3,4.5,35,"2024-01-01 21:00",,0.3,21.9,39,1,121.20251473,25.06100357,18
桃園,桃園市,62,細懸浮微粒,普通,1.8,0.43,34.5,41.2,31,18,14.7,15.4,0.6,2,50,"2024-01-01 21:00",,0.4,20.1,38,1,121.30500531,24.9947107,17
中壢,桃園市,74,細懸浮微粒,普通,1.7,0.55,31.2,32.7,37,23,18.4,25.2,6.7,1.2,16,"2024-01-01 20:00",,0.5,24.8,41,2,121.221667,24.953278,68
龍潭,桃園市,77,細懸浮微粒,普通,0.9,0.33,42,42.8,34,26,9.2,10.3,1,5.3,48,"2024-01-01 20:00",,0.3,26,42,1,121.21645772,24.86400048,21
平鎮,桃園市,73,細懸浮微粒,普通,1.5,0.43,40.7,43.2,30,20,11.1,12.3,1.1,2.5,43,"2024-01-01 20:00",,0.4,24.4,38,1,121.203986,24.952786,20
觀音,桃園市,74,細懸浮微粒,普通,2.6,0.22,46.3,46.4,52,23,4,4.3,0.3,6.9,57,"2024-01-01 20:00",,0.2,24.7,57,1,121.08283092,25.03556747,19
大園,桃園市,70,細懸浮微粒,普通,2.4,0.31,38,42.1,36,19,15.1,16.3,1.2,4,50,"2024-01-01 20:00",,0.3,23.3,42,1,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,1.8,0.39,39.4,42.4,33,20,11.4,12.2,0.7,2.9,49,"2024-01-01 20:00",,0.4,20.9,39,1,121.30500531,24.9947107,17
中壢,桃園市,75,細懸浮微粒,普通,2.1,0.56,29.8,33.5,39,20,19.4,27,7.5,1.6,13,"2024-01-01 19:00",,0.5,25.3,42,2,121.221667,24.953278,68
龍潭,桃園市,78,細懸浮微粒,普通,0.9,0.37,39.9,42.9,39,26,10.4,11.6,1.1,6.3,52,"2024-01-01 19:00",,0.3,26.6,44,1,121.21645772,24.86400048,21
平鎮,桃園市,76,細懸浮微粒,普通,1.7,0.46,39.2,43.7,37,25,12.6,14.1,1.4,2.9,52,"2024-01-01 19:00",,0.4,25.5,40,1,121.203986,24.952786,20
觀音,桃園市,75,細懸浮微粒,普通,1.6,0.24,47.6,46.4,58,23,4.2,4.4,0.1,6.6,55,"2024-01-01 19:00",,0.2,25.3,58,0,121.08283092,25.03556747,19
大園,桃園市,73,細懸浮微粒,普通,2.8,0.34,39.1,42.2,38,21,15.6,17.1,1.4,5.1,47,"2024-01-01 19:00",,0.3,24.5,44,1,121.20251473,25.06100357,18
桃園,桃園市,66,細懸浮微粒,普通,1.6,0.4,40.6,43.0,38,18,11.1,12,0.8,2.3,39,"2024-01-01 19:00",,0.4,21.5,41,1,121.30500531,24.9947107,17
中壢,桃園市,78,細懸浮微粒,普通,1.9,0.73,25.1,34.2,42,23,24,35,10.9,1.2,13,"2024-01-01 18:00",,0.5,26.4,44,2,121.221667,24.953278,68
龍潭,桃園市,79,細懸浮微粒,普通,1,0.38,39.7,43.3,42,23,11.1,12,0.9,5.5,55,"2024-01-01 18:00",,0.3,26.8,45,1,121.21645772,24.86400048,21
平鎮,桃園市,75,細懸浮微粒,普通,1.8,0.47,39.1,44.1,38,26,10.9,12.4,1.4,3.2,55,"2024-01-01 18:00",,0.4,25.3,41,1,121.203986,24.952786,20
觀音,桃園市,76,細懸浮微粒,普通,1.4,0.26,47.8,46.2,52,25,4.5,4.8,0.3,6.6,57,"2024-01-01 18:00",,0.2,25.7,59,0,121.08283092,25.03556747,19
大園,桃園市,76,細懸浮微粒,普通,2.5,0.35,39.3,42.2,38,25,14.6,16,1.3,4.6,39,"2024-01-01 18:00",,0.3,25.5,45,1,121.20251473,25.06100357,18
桃園,桃園市,69,細懸浮微粒,普通,1.8,0.47,37.7,43.2,40,17,11.8,12.8,0.9,2.4,49,"2024-01-01 18:00",,0.4,22.7,42,1,121.30500531,24.9947107,17
中壢,桃園市,80,細懸浮微粒,普通,1.6,0.59,31.9,35.4,37,27,17.6,25.1,7.5,1.2,354,"2024-01-01 17:00",,0.5,27.2,45,2,121.221667,24.953278,68
龍潭,桃園市,81,細懸浮微粒,普通,0.9,0.38,41.9,43.7,48,26,10.1,11.4,1.2,5.4,56,"2024-01-01 17:00",,0.3,27.8,46,1,121.21645772,24.86400048,21
平鎮,桃園市,75,細懸浮微粒,普通,1.5,0.41,43.7,44.6,37,23,8,9.6,1.5,3.7,58,"2024-01-01 17:00",,0.4,25.3,42,1,121.203986,24.952786,20
觀音,桃園市,78,細懸浮微粒,普通,1.5,0.27,47.7,45.1,50,25,4.3,4.7,0.3,6.1,61,"2024-01-01 17:00",,0.2,26.6,62,0,121.08283092,25.03556747,19
大園,桃園市,76,細懸浮微粒,普通,2.8,0.34,43.8,41.8,41,23,11.1,12.7,1.6,5,53,"2024-01-01 17:00",,0.3,25.7,47,1,121.20251473,25.06100357,18
桃園,桃園市,72,細懸浮微粒,普通,1.4,0.4,43.3,43.6,35,21,8.5,9.2,0.6,2.7,47,"2024-01-01 17:00",,0.4,23.9,42,1,121.30500531,24.9947107,17
中壢,桃園市,80,細懸浮微粒,普通,1.6,0.56,35.6,35.3,40,24,15.5,22.8,7.2,1.5,26,"2024-01-01 16:00",,0.5,27.2,47,2,121.221667,24.953278,68
龍潭,桃園市,82,細懸浮微粒,普通,1.1,0.38,44.4,43.8,43,30,8.9,10.1,1.1,6.1,47,"2024-01-01 16:00",,0.3,28.1,46,1,121.21645772,24.86400048,21
平鎮,桃園市,77,細懸浮微粒,普通,1.4,0.42,45.3,44.5,36,25,7.5,8.8,1.2,4.1,63,"2024-01-01 16:00",,0.4,26.2,43,1,121.203986,24.952786,20
觀音,桃園市,81,細懸浮微粒,普通,1.3,0.28,48,44.1,56,25,3.8,4.1,0.2,6.4,56,"2024-01-01 16:00",,0.3,27.6,65,0,121.08283092,25.03556747,19
大園,桃園市,77,細懸浮微粒,普通,2.6,0.35,44.4,41.4,44,25,9.7,11.6,1.8,6.4,32,"2024-01-01 16:00",,0.3,26.2,49,1,121.20251473,25.06100357,18
